int1,int2,int3,int4,int5,target_sum,subset_exists
30,1,3,15,10,24,0
12,15,24,10,28,25,1
30,1,3,12,30,28,0
8,22,22,27,1,7,0
19,16,18,18,18,67,0
11,7,19,16,19,51,0
7,16,8,1,20,41,0
8,29,14,13,11,73,0
19,30,24,5,5,75,0
10,4,8,19,8,18,1
24,28,23,15,5,29,1
9,3,12,13,7,38,0
25,6,15,20,28,43,1
30,3,12,25,1,36,0
22,11,14,10,2,55,0
21,8,11,6,18,1,0
15,21,11,20,23,64,1
10,26,20,16,15,15,1
30,10,24,7,27,38,0
23,2,9,10,30,59,0
2,7,21,17,30,60,1
2,6,25,29,5,40,1
11,28,5,30,1,10,0
28,10,21,27,18,54,0
12,5,27,24,17,74,0
2,21,26,28,22,28,1
12,27,29,24,30,43,0
24,15,28,3,5,22,0
28,11,26,28,13,94,0
27,2,2,13,14,41,1
21,13,16,12,25,40,0
6,16,6,22,23,12,1
16,8,13,8,19,22,0
12,6,27,26,14,11,0
2,18,24,7,15,31,1
5,27,21,16,4,39,0
15,10,1,1,13,19,0
13,26,14,18,18,48,0
3,2,6,3,14,9,1
23,13,8,12,18,59,0
13,16,16,21,10,9,0
14,4,18,5,13,38,0
3,10,21,24,17,57,0
9,6,17,8,28,32,1
18,17,6,1,17,17,1
1,14,25,7,20,32,1
18,4,16,13,9,40,1
27,8,2,4,10,15,0
12,15,13,23,18,80,0
14,12,27,19,19,60,1
8,1,28,14,24,62,0
25,2,17,30,29,2,1
26,6,3,5,9,49,1
1,24,4,3,12,15,1
19,27,15,3,29,54,0
1,16,11,18,25,38,0
9,24,20,12,25,70,1
24,24,23,2,26,4,0
3,28,5,27,30,71,0
24,16,4,2,5,45,1
10,15,14,18,10,55,0
20,2,15,26,11,63,1
25,23,1,10,19,15,0
8,9,30,18,20,22,0
26,6,15,3,13,39,1
29,23,5,26,1,74,0
19,9,25,30,26,30,1
27,15,24,12,15,79,0
9,19,20,23,16,87,1
19,22,1,15,5,54,0
8,18,1,27,15,13,0
28,24,28,12,16,40,1
9,4,10,30,14,49,1
15,1,22,19,11,8,0
21,20,13,26,15,85,0
29,29,25,22,11,4,0
15,14,19,16,12,67,0
20,27,5,16,22,65,1
17,18,29,22,12,85,0
5,22,13,2,8,36,0
13,16,7,21,20,12,0
30,5,22,16,6,26,0
12,18,1,27,14,54,1
26,25,17,15,12,60,0
19,9,14,22,3,57,0
15,30,30,16,8,83,1
9,27,9,27,12,15,0
24,24,27,10,17,97,0
5,14,5,1,1,14,1
19,27,1,27,28,54,1
3,13,15,22,14,16,1
30,3,12,3,3,44,0
7,11,12,16,7,44,0
6,12,30,14,30,8,0
4,30,30,11,24,10,0
13,17,29,15,26,69,0
3,24,6,7,3,15,0
27,21,12,26,14,96,0
18,8,7,19,9,50,0
22,12,14,13,15,48,1
25,29,26,9,5,49,0
30,18,13,14,13,18,1
5,21,14,10,18,67,0
3,11,22,25,21,22,1
1,6,18,2,28,4,0
3,6,7,27,3,22,0
24,24,30,10,24,63,0
28,15,30,5,28,96,0
15,14,3,7,15,7,1
27,18,27,21,24,106,0
8,13,14,16,13,2,0
7,29,14,15,24,9,0
7,28,13,14,25,54,0
10,18,3,6,18,33,0
30,21,20,22,15,30,1
23,23,2,13,5,11,0
25,28,23,16,9,71,0
9,18,16,21,19,54,0
19,8,4,25,12,38,0
23,16,14,21,2,36,0
21,5,14,14,21,50,0
7,3,4,19,12,33,1
10,28,8,27,17,80,1
2,13,20,2,8,17,1
30,7,5,28,7,9,0
11,10,9,2,11,30,1
10,14,18,3,19,37,1
23,25,18,29,6,93,0
1,13,16,1,10,40,1
27,13,22,11,19,30,1
24,24,25,28,5,80,0
27,13,26,7,10,77,0
10,23,1,24,18,61,0
5,16,1,18,7,14,0
20,17,2,12,13,28,0
3,1,13,2,7,5,1
17,13,3,8,9,5,0
11,13,1,24,20,2,0
23,16,29,23,13,31,0
6,24,10,26,8,60,1
13,7,12,22,17,10,0
13,26,4,12,22,40,0
19,2,23,8,12,3,0
12,7,15,8,29,7,1
7,13,29,12,8,14,0
16,13,30,20,5,48,1
9,10,9,26,7,15,0
26,29,5,12,27,95,0
5,18,27,18,22,68,1
9,8,11,27,15,6,0
18,13,17,14,23,5,0
18,8,28,26,22,88,0
10,21,10,30,5,74,0
11,15,25,13,1,38,1
29,4,7,23,6,27,1
30,20,10,23,11,7,0
4,19,26,3,10,31,0
28,7,7,22,3,36,1
27,22,2,19,13,67,0
22,20,28,12,22,27,0
21,5,2,20,23,6,0
19,19,21,4,17,35,0
3,2,9,22,5,20,0
28,7,28,27,20,4,0
17,20,21,23,23,3,0
25,7,1,21,23,47,1
1,28,1,4,26,12,0
22,6,27,22,7,13,1
20,29,18,15,2,53,1
1,7,27,3,4,24,0
13,26,5,24,12,79,0
22,19,17,22,30,60,0
10,9,9,17,12,14,0
6,16,19,19,13,11,0
1,12,30,21,9,12,1
11,26,17,11,27,27,1
4,29,16,1,23,53,1
18,25,23,29,30,103,0
6,28,9,3,3,41,0
6,13,10,29,14,34,0
26,21,4,1,11,2,0
22,23,4,3,24,56,0
20,30,20,16,4,1,0
7,17,30,9,2,51,0
26,2,17,19,19,33,0
26,23,22,13,19,86,0
10,17,27,15,5,10,1
11,4,21,17,8,21,1
10,16,20,1,29,68,0
25,13,5,2,2,1,0
4,30,28,4,20,81,0
21,20,11,27,14,87,0
13,16,24,13,22,29,1
3,3,8,30,22,49,0
8,24,28,13,29,67,0
8,22,2,23,29,65,0
29,4,15,23,23,50,1
8,11,3,5,13,11,1
11,7,12,30,12,45,0
11,19,17,8,14,1,0
29,24,30,30,16,124,0
20,8,5,27,20,49,0
2,1,29,20,19,12,0
15,12,3,19,14,19,1
14,29,29,16,30,110,0
11,30,20,11,23,25,0
19,7,5,30,11,57,0
24,30,18,20,11,85,1
29,22,9,23,21,71,0
28,29,27,5,27,44,0
18,20,13,13,19,7,0
5,22,3,15,18,16,0
3,27,2,2,7,1,0
28,20,27,25,7,28,1
21,30,22,9,23,26,0
9,20,3,8,16,20,1
21,15,24,9,7,70,0
9,6,30,8,10,48,1
25,20,1,5,27,14,0
19,22,17,24,15,4,0
21,30,17,22,10,76,0
13,23,10,28,9,4,0
27,6,28,13,24,74,1
18,27,10,9,18,34,0
25,3,12,6,25,67,0
15,4,9,12,11,33,0
27,24,17,12,16,94,0
20,9,1,11,30,66,0
18,18,13,13,28,62,1
11,21,9,10,14,4,0
2,14,28,10,1,15,1
22,27,27,12,13,95,0
6,29,23,6,8,36,0
12,14,30,28,3,60,0
5,18,4,18,28,27,1
18,19,30,9,19,45,0
26,7,25,1,28,73,0
7,23,5,14,2,46,1
27,25,13,6,1,25,1
11,20,1,23,15,1,1
11,12,24,14,3,22,0
2,2,19,18,16,20,1
18,13,11,15,30,3,0
17,23,23,5,21,63,1
9,18,4,16,18,51,0
17,1,8,17,22,2,0
3,3,5,23,5,31,1
17,4,5,20,26,27,0
22,27,7,5,23,72,1
20,27,4,19,14,53,1
7,13,3,29,19,44,0
4,21,18,16,5,59,1
13,4,10,26,21,15,0
15,6,30,25,8,44,1
19,20,13,30,27,71,0
7,11,24,4,24,25,0
14,7,3,28,1,33,0
16,16,28,19,9,25,1
27,28,20,6,6,43,0
5,18,27,25,4,26,0
29,22,12,6,20,53,0
16,12,22,4,9,6,0
3,22,22,3,30,69,0
4,16,1,14,24,47,0
21,10,14,24,1,44,0
15,29,29,23,10,4,0
13,2,2,11,21,26,1
12,22,13,4,1,48,1
25,13,8,10,10,1,0
23,10,11,1,2,38,0
5,20,30,28,17,9,0
7,22,14,17,15,14,1
7,3,2,13,8,22,1
18,24,29,14,17,5,0
18,6,29,21,10,58,0
19,21,23,12,6,40,1
29,1,26,15,11,30,1
4,9,29,14,24,57,1
21,24,22,26,13,15,0
20,11,27,12,1,56,0
17,27,1,24,12,8,0
9,26,26,12,30,93,0
8,21,25,12,2,68,1
24,8,21,16,28,40,1
18,23,18,1,8,28,0
10,22,30,7,24,24,1
21,30,9,6,12,34,0
29,2,3,24,19,56,1
12,25,23,2,30,51,0
14,1,15,2,14,16,1
1,18,2,19,16,13,0
3,21,16,20,12,41,1
6,21,13,13,12,45,0
11,5,8,17,4,1,0
24,24,14,9,30,19,0
6,11,24,20,19,26,1
7,16,7,8,20,52,0
6,13,4,16,29,16,1
16,29,2,26,8,65,1
1,13,5,9,16,42,0
12,24,15,18,16,53,0
17,9,28,9,5,27,0
2,29,13,2,4,28,0
30,11,9,29,28,53,0
10,29,27,5,25,22,0
30,17,14,5,24,88,0
25,10,16,23,22,64,1
23,14,13,25,7,64,0
19,1,12,8,9,42,0
1,2,17,23,6,9,1
15,3,13,5,7,37,0
12,28,27,7,13,42,0
18,19,20,2,17,42,0
20,24,7,18,21,20,1
27,5,28,2,24,50,0
1,21,6,12,20,32,1
18,27,11,10,8,14,0
25,17,23,8,10,64,0
11,7,29,18,15,19,0
26,6,3,12,21,61,0
5,11,16,21,30,50,0
21,11,7,28,18,34,0
3,20,6,23,18,12,0
14,5,25,7,3,11,0
1,28,5,5,3,33,1
14,2,11,25,17,42,1
26,27,6,23,25,2,0
24,13,9,3,30,57,1
16,28,21,11,24,70,0
26,3,11,1,21,22,1
14,17,4,9,7,39,0
15,8,21,17,28,47,0
7,3,27,17,4,11,1
17,3,22,27,10,27,1
22,29,5,12,30,36,0
26,29,16,17,10,62,1
21,2,1,16,14,8,0
10,12,8,24,20,71,0
5,5,8,29,19,7,0
6,27,12,2,18,35,1
5,20,23,25,17,52,0
9,16,19,9,18,67,0
23,6,14,11,2,44,0
25,30,1,6,27,7,1
22,2,2,2,27,34,0
17,2,16,14,25,45,0
23,10,2,10,9,17,0
17,8,14,21,14,58,0
17,1,30,25,19,20,1
13,4,25,21,12,33,1
5,4,20,29,28,59,0
24,4,28,5,13,12,0
17,3,11,4,14,34,1
14,10,9,17,10,60,1
9,18,26,26,1,46,0
17,5,8,24,29,19,0
19,18,22,22,28,52,0
18,26,23,16,3,8,0
18,12,19,15,25,20,0
14,1,4,10,3,3,1
12,5,23,10,2,42,1
17,25,7,1,29,19,0
12,9,10,30,20,19,1
5,14,18,26,7,39,1
14,28,5,25,30,2,0
30,21,20,18,20,69,1
2,2,14,13,12,15,1
20,19,6,18,6,5,0
5,14,5,17,15,34,1
23,6,6,8,19,46,0
30,1,29,20,16,1,1
28,9,8,18,24,20,0
5,8,29,27,1,1,1
8,3,27,13,17,3,1
20,10,19,7,16,54,0
7,14,12,20,11,3,0
20,28,3,30,25,12,0
11,11,5,12,3,39,1
17,4,12,14,8,26,1
15,22,6,19,1,4,0
5,5,10,18,26,51,0
20,6,1,25,14,37,0
25,17,1,17,21,38,1
28,20,4,24,5,14,0
30,20,6,26,19,83,0
21,8,13,15,20,60,0
20,13,23,21,13,68,0
18,25,24,27,21,46,1
4,30,13,23,6,2,0
11,13,6,28,7,65,1
27,5,13,17,1,51,0
7,15,12,4,9,29,0
7,28,2,29,4,34,1
14,23,11,13,13,48,1
15,12,19,8,17,60,0
19,15,14,25,2,7,0
16,27,16,11,27,73,0
18,18,4,16,1,17,1
2,17,10,4,21,5,0
13,25,18,26,15,42,0
8,3,22,8,21,43,1
4,12,3,10,30,37,1
19,21,30,16,9,93,0
21,1,4,19,21,39,0
11,11,24,28,27,57,0
4,28,6,11,21,5,0
17,19,3,6,21,45,1
4,21,11,15,9,25,1
21,30,10,21,16,27,0
9,24,20,30,5,74,1
6,22,18,2,26,26,1
18,17,17,22,1,73,0
3,19,5,23,20,67,1
12,25,17,5,8,41,0
7,16,1,15,28,29,1
26,12,12,20,26,64,1
24,22,14,1,26,57,0
30,29,18,4,25,25,1
3,29,18,29,18,45,0
7,29,10,19,7,47,0
28,5,16,7,10,38,1
19,25,3,18,2,2,1
20,29,16,12,18,53,0
15,9,16,23,15,72,0
4,19,27,21,22,22,1
1,3,26,13,5,39,1
30,21,21,14,20,77,0
18,29,28,19,12,80,0
11,29,18,17,17,15,0
21,27,27,17,4,64,0
22,22,7,7,19,70,1
22,13,5,6,12,29,0
4,19,5,13,10,2,0
8,12,27,27,20,28,1
27,12,10,13,16,35,1
2,5,20,28,25,56,0
18,20,8,24,27,13,0
10,16,25,22,8,81,1
27,10,2,16,14,52,0
30,24,22,1,14,40,0
7,24,29,16,25,67,0
20,28,11,28,4,11,1
11,27,23,28,6,49,0
23,12,20,11,8,27,0
13,4,15,26,12,30,1
25,9,1,21,30,5,0
23,3,10,3,2,38,1
4,3,6,26,6,42,1
30,30,29,5,5,73,0
28,14,12,14,9,12,1
12,28,25,27,5,78,0
13,8,7,29,10,46,1
18,7,6,17,23,26,0
26,3,17,8,18,41,0
28,18,10,3,2,25,0
7,17,11,21,9,32,1
9,27,14,6,2,8,1
16,8,8,23,10,11,0
30,5,12,27,29,101,0
5,18,14,1,14,11,0
28,3,18,15,1,17,0
17,22,29,5,28,21,0
5,1,4,26,27,56,0
2,10,22,2,13,1,0
6,26,18,18,17,27,0
18,28,10,20,21,15,0
21,21,16,9,26,61,0
25,2,14,10,29,32,0
20,11,25,17,18,19,0
7,5,20,2,22,16,0
28,3,28,1,6,3,1
26,8,20,16,25,87,1
13,10,22,23,1,22,1
24,7,6,30,16,30,1
18,19,22,14,16,76,0
4,3,17,4,26,39,0
21,22,3,10,30,35,1
20,25,23,6,28,13,0
23,4,6,25,30,56,0
13,16,1,4,27,31,1
28,1,13,10,10,20,1
18,11,30,30,21,70,0
3,24,6,8,9,29,0
15,5,17,23,16,64,0
18,23,29,3,18,75,0
10,18,8,13,21,19,0
12,27,30,11,27,86,0
28,21,5,21,1,32,0
29,22,6,27,7,46,0
13,21,17,1,17,55,1
26,26,12,8,9,35,1
9,22,4,18,15,5,0
16,24,23,15,17,16,1
25,30,3,23,22,99,0
29,23,13,20,4,71,0
15,4,9,14,17,20,0
28,26,18,28,25,49,0
24,23,24,20,30,31,0
24,2,5,20,30,41,0
5,23,29,6,27,33,1
24,5,1,15,3,41,0
18,1,6,24,15,63,1
5,7,17,12,1,3,0
30,22,24,29,16,104,0
30,1,27,10,28,1,1
9,12,19,2,1,39,0
22,19,27,24,28,19,1
19,17,6,14,7,8,0
28,11,19,24,28,107,0
7,19,4,28,4,37,0
25,29,22,21,11,40,1
22,17,1,11,24,42,1
29,25,29,9,8,1,0
17,13,14,19,11,1,0
16,22,16,10,30,83,0
7,29,17,6,2,27,0
28,27,15,12,17,65,0
2,25,8,24,25,78,0
5,2,5,6,25,14,0
8,28,13,10,17,47,0
6,12,12,4,1,33,0
16,3,14,2,13,29,1
30,19,25,24,4,77,1
25,10,1,24,2,10,1
1,30,12,13,17,5,0
15,21,1,7,3,17,0
9,10,5,11,11,8,0
2,3,17,2,19,43,1
21,2,17,23,1,16,0
5,28,9,3,11,14,1
24,1,28,18,3,32,1
16,7,1,17,16,13,0
18,6,29,10,7,35,1
23,22,2,15,5,62,1
23,2,20,17,15,44,0
26,12,30,11,16,21,0
24,8,26,27,25,74,0
24,5,29,20,6,18,0
7,27,16,21,4,39,0
18,26,19,30,13,92,0
19,12,5,4,26,3,0
22,21,27,11,15,50,0
20,21,10,24,30,90,0
6,9,29,22,28,26,0
19,11,1,12,23,63,0
1,7,13,5,3,2,0
7,2,20,9,15,18,1
27,16,12,17,27,97,0
28,7,10,29,13,48,1
9,15,28,15,19,28,1
8,7,5,3,11,3,1
4,11,3,23,1,2,0
8,24,4,19,12,40,1
13,11,9,16,21,65,0
20,15,3,27,28,44,0
11,12,24,1,21,46,1
28,13,7,15,17,70,0
20,20,21,5,6,60,0
1,6,1,15,15,34,0
19,11,16,21,14,32,1
1,22,8,28,17,62,0
26,22,15,9,19,16,0
5,8,22,1,18,24,1
12,19,16,15,9,71,1
30,25,21,4,9,61,0
28,15,2,17,23,30,1
9,30,15,21,28,35,0
16,27,17,19,18,80,1
16,27,25,16,11,94,0
15,10,7,24,12,12,1
10,16,8,14,29,72,0
30,17,5,24,16,64,0
22,20,20,22,30,110,0
10,18,2,5,14,3,0
10,15,29,16,2,40,0
18,15,27,14,17,40,0
3,23,27,23,19,89,0
28,8,20,29,30,102,0
19,24,6,22,30,9,0
26,25,14,16,12,81,1
1,7,14,17,15,51,0
9,19,30,23,18,23,1
28,15,13,22,26,81,0
29,28,2,15,17,73,0
17,6,6,9,13,10,0
27,17,30,8,1,72,0
10,24,11,14,10,27,0
17,21,21,16,4,6,0
4,15,13,17,4,3,0
26,15,1,9,5,36,1
18,5,15,4,18,53,0
20,25,16,28,22,84,0
9,2,4,7,16,23,1
3,13,7,23,22,10,1
28,22,6,5,17,36,0
1,10,15,11,3,11,1
13,11,13,11,11,16,0
30,4,1,9,17,56,1
19,15,4,25,14,6,0
30,20,22,14,27,9,0
11,20,26,29,1,51,0
4,11,17,7,7,34,0
28,17,22,17,22,8,0
6,11,15,25,8,57,1
2,30,4,4,22,53,0
17,17,13,13,21,70,0
15,18,8,15,11,62,0
16,1,27,10,26,34,0
13,4,28,26,23,78,0
18,28,7,16,12,53,1
7,3,24,4,8,41,0
9,7,3,28,23,43,0
12,13,14,15,13,58,0
29,17,24,17,8,95,1
8,24,17,26,3,49,1
15,2,23,20,27,16,0
8,22,13,10,9,45,1
24,16,16,6,8,9,0
18,23,25,5,17,32,0
4,15,10,12,27,61,0
8,20,12,15,28,69,0
26,29,26,12,20,91,0
25,12,1,25,11,71,0
3,20,13,4,9,44,0
11,17,19,15,27,25,0
1,14,18,23,30,50,0
11,2,1,27,1,31,1
27,21,7,6,9,25,0
29,8,5,29,7,12,1
22,12,12,14,10,66,0
22,21,19,17,10,63,0
30,9,24,14,24,53,1
10,24,11,14,16,47,0
2,11,3,12,27,15,1
24,10,3,5,11,13,1
7,10,2,30,20,27,1
16,8,4,1,30,58,1
7,17,20,17,12,68,0
14,14,29,16,2,21,0
22,21,27,21,7,51,0
6,2,27,10,28,70,0
4,15,20,11,21,9,0
15,26,2,1,12,22,0
16,30,16,5,11,43,1
14,22,16,29,13,71,0
12,11,8,2,18,30,1
29,28,14,3,11,20,0
30,10,28,17,28,55,1
30,2,27,23,19,83,0
3,11,24,2,4,7,1
21,29,29,5,10,16,0
6,2,27,9,26,20,0
25,6,9,25,17,62,0
10,19,25,3,30,86,0
28,16,7,7,5,54,0
8,25,22,13,4,36,0
13,11,12,30,11,68,0
24,4,15,4,13,20,0
19,23,24,1,7,4,0
27,5,25,4,17,25,1
6,16,7,21,25,7,1
30,4,23,11,22,71,0
6,14,28,25,14,5,0
9,30,5,22,16,65,0
30,23,8,1,8,57,0
25,29,6,16,28,40,0
4,6,12,6,14,20,1
10,2,13,7,17,16,0
5,4,28,15,6,34,1
5,2,18,1,21,28,1
5,16,1,19,1,5,1
9,1,7,12,7,27,1
6,21,19,16,26,54,0
23,15,5,10,16,48,1
3,20,30,18,9,69,0
4,25,25,7,28,21,0
8,10,15,28,28,16,0
23,4,18,5,26,76,1
22,9,25,26,16,45,0
30,8,7,2,18,27,1
23,26,30,4,22,62,0
5,10,19,13,12,37,1
7,28,2,16,21,14,0
24,9,7,1,5,46,1
3,24,9,9,26,11,0
12,30,29,1,19,67,0
16,7,3,16,7,16,1
18,20,24,20,6,13,0
25,8,13,28,14,54,0
1,27,2,25,30,81,0
20,8,4,10,11,33,1
30,16,22,9,21,6,0
22,1,29,20,24,38,0
14,5,1,22,8,8,1
22,19,2,27,14,38,1
9,12,18,15,12,12,1
17,8,4,1,15,21,1
23,10,21,3,18,54,1
13,5,6,17,7,48,1
21,18,15,21,26,92,0
20,14,6,6,24,40,1
6,9,15,5,20,14,1
8,24,27,17,1,55,0
13,11,19,15,5,29,1
1,17,19,22,3,35,0
14,20,4,2,15,50,0
16,28,22,20,28,102,0
3,26,30,15,25,30,1
15,26,2,11,2,22,0
13,20,11,24,12,18,0
24,4,2,28,8,20,0
12,16,24,28,1,60,0
21,2,17,19,1,59,1
30,19,13,8,10,28,0
21,29,14,9,20,71,0
22,24,23,27,14,80,0
2,5,9,23,30,43,0
4,3,13,11,1,6,0
8,19,23,22,2,10,1
20,21,29,17,27,55,0
7,12,18,8,8,48,0
15,10,26,22,7,26,1
13,15,14,22,17,26,0
25,23,29,3,3,65,0
5,26,23,29,20,77,1
14,10,15,6,23,55,0
10,9,30,20,11,69,1
17,4,28,16,5,9,1
18,23,11,5,17,6,0
15,30,7,4,21,47,1
3,5,16,30,29,6,0
26,27,30,1,28,37,0
25,22,6,24,28,102,0
14,26,24,2,20,76,0
9,8,29,18,13,46,1
10,7,24,13,24,57,0
22,3,25,10,8,21,1
11,3,22,28,26,18,0
12,7,17,11,19,23,1
12,24,12,16,11,57,0
28,8,17,7,30,45,1
6,30,11,8,24,51,0
21,13,10,17,9,16,0
15,25,10,24,5,14,0
7,29,23,5,13,26,0
12,7,27,30,4,77,0
17,3,14,16,4,21,1
26,23,30,2,3,14,0
6,21,14,20,4,45,1
26,28,14,13,20,20,1
22,1,12,23,4,62,1
16,22,15,4,25,79,0
27,4,16,26,16,43,1
11,1,30,16,6,24,0
11,27,5,14,13,20,0
17,20,12,19,20,71,1
5,3,9,30,8,50,1
20,4,26,3,24,12,0
1,14,15,27,26,23,0
4,7,1,22,9,11,1
15,19,8,8,21,45,0
9,30,30,25,8,92,0
13,15,23,11,10,30,0
17,5,12,16,7,46,0
6,24,29,30,7,35,1
18,13,3,28,19,81,1
22,24,30,10,3,56,1
9,27,10,24,3,20,0
28,7,11,27,27,45,1
15,6,6,4,28,44,1
6,21,4,11,6,23,1
17,29,15,23,20,29,1
12,17,15,20,25,22,0
19,6,9,2,17,45,1
18,4,4,11,22,52,0
10,19,9,4,17,37,0
25,4,27,7,27,51,0
26,15,30,12,25,42,1
4,25,7,23,7,40,0
19,23,19,28,16,46,0
5,14,4,16,7,2,0
5,12,17,29,16,68,0
21,18,9,21,22,88,0
6,17,29,24,11,25,0
28,9,5,20,29,82,1
6,14,13,26,18,64,1
19,24,1,29,27,94,0
16,12,9,12,13,50,1
23,4,14,19,22,38,0
28,25,19,28,17,77,0
14,12,29,13,14,38,0
29,30,5,16,10,53,0
1,8,13,27,16,53,0
14,2,7,24,28,30,1
16,3,5,11,23,12,0
11,20,20,19,20,71,1
18,27,16,4,30,2,0
12,30,28,11,10,1,0
3,14,21,30,9,66,0
26,22,20,9,4,70,0
24,3,21,11,7,45,1
1,18,22,19,4,49,0
30,17,28,6,10,32,0
8,12,8,19,24,61,0
6,2,18,11,19,17,1
3,2,1,18,29,11,0
28,10,7,23,2,15,0
20,4,21,4,18,51,0
2,8,15,9,24,51,0
10,6,22,17,2,8,1
17,9,14,25,10,70,0
5,9,16,16,17,34,0
18,19,14,23,4,70,0
29,18,5,4,1,25,0
28,25,25,12,23,25,1
21,29,22,20,8,34,0
11,10,15,25,27,29,0
8,28,23,14,13,41,1
2,18,24,22,22,42,1
14,16,13,18,24,73,0
8,12,14,20,1,36,0
14,12,6,14,14,7,0
5,29,26,14,12,57,1
15,23,9,5,1,48,1
6,21,16,17,18,21,1
3,12,29,30,23,73,0
29,7,29,10,4,9,0
12,6,7,11,5,15,0
12,7,22,14,29,59,0
20,28,1,25,19,92,1
10,23,30,29,19,19,1
5,10,16,7,16,50,0
30,24,26,14,13,28,0
12,26,12,20,12,19,0
5,6,11,8,26,54,0
23,19,12,9,22,45,1
2,22,30,4,16,46,1
16,1,17,7,14,52,0
2,27,23,17,26,57,0
9,9,2,26,9,31,0
3,5,18,1,26,37,0
3,26,7,27,6,15,0
15,6,11,5,21,57,0
20,22,25,4,30,44,0
5,22,14,16,16,68,1
29,23,27,6,3,18,0
21,9,13,20,21,67,0
10,3,25,3,1,18,0
19,11,3,9,17,36,1
28,25,11,16,18,22,0
1,5,11,6,1,18,1
10,13,21,15,2,14,0
5,20,12,12,11,21,0
12,18,16,8,25,6,0
5,18,30,23,19,65,1
28,22,27,4,2,1,0
15,26,15,4,14,15,1
29,22,22,10,3,15,0
16,23,21,22,12,50,1
8,26,1,7,9,22,0
24,16,15,15,3,17,0
1,17,23,16,26,29,0
28,9,27,22,12,95,0
22,7,21,22,21,53,0
19,3,30,16,13,58,0
11,11,18,24,15,48,0
26,6,7,9,14,26,1
13,28,14,9,14,25,0
5,9,27,26,2,42,1
8,16,11,16,1,1,1
7,3,5,30,4,22,0
10,30,1,22,14,42,0
4,10,30,6,22,57,0
15,16,17,5,28,16,1
9,6,30,5,23,26,0
24,25,3,30,2,38,0
22,11,11,26,15,31,0
20,6,29,17,18,35,1
24,11,10,3,8,21,1
11,20,29,14,5,3,0
28,19,1,27,12,39,1
12,10,1,15,29,19,0
5,29,27,9,14,10,0
30,15,4,23,16,51,0
28,12,29,20,7,27,1
23,9,13,23,28,69,0
3,24,10,2,7,37,1
16,19,14,20,4,1,0
8,25,12,4,12,43,0
18,15,21,18,6,5,0
15,6,17,17,11,45,1
8,5,25,24,1,33,1
4,4,2,7,17,8,1
21,3,26,10,6,5,0
28,28,29,27,16,111,0
10,4,21,29,25,5,0
18,17,16,19,24,30,0
26,3,21,6,20,56,1
2,26,30,23,19,25,1
11,28,15,24,13,83,0
7,3,3,16,24,37,1
24,27,22,11,18,51,1
27,24,8,12,26,91,0
13,21,3,29,29,63,1
5,21,13,3,30,19,0
22,4,4,27,15,27,1
1,23,10,9,14,37,1
6,12,7,27,4,40,1
23,8,20,4,5,15,0
19,25,25,23,30,24,0
5,29,11,13,20,35,0
24,7,15,21,6,68,0
11,11,9,29,2,52,0
20,16,5,19,10,41,1
1,20,7,27,2,16,0
8,24,30,6,16,79,0
8,18,21,9,23,37,0
27,22,5,30,24,26,0
9,6,8,1,29,53,1
30,28,9,8,18,38,1
12,20,19,20,6,15,0
5,30,12,16,14,44,1
20,17,27,9,3,55,0
24,21,19,19,13,38,1
25,13,16,4,2,1,0
27,20,13,13,28,27,1
15,25,8,15,9,25,1
13,14,25,26,23,31,0
12,22,14,25,1,68,0
18,24,30,28,2,14,0
2,10,22,10,12,40,0
12,23,24,7,18,78,0
24,6,17,25,18,8,0
7,1,11,13,29,13,1
26,6,30,14,14,47,0
4,15,25,29,30,75,0
16,7,1,7,27,38,0
13,6,27,17,16,14,0
21,29,8,28,3,18,0
29,17,17,4,23,72,0
27,11,5,3,21,15,0
9,7,28,21,3,10,1
18,13,20,7,11,7,1
26,22,29,6,20,37,0
5,26,30,19,14,31,1
6,29,2,20,13,28,1
26,12,25,6,25,1,0
21,7,16,8,14,40,0
13,30,1,29,27,18,0
12,30,19,11,25,75,0
7,12,15,24,8,29,0
22,11,16,21,26,32,1
9,20,24,1,18,67,0
27,10,26,9,13,24,0
14,18,30,29,15,98,0
7,24,7,9,15,55,1
10,26,17,10,15,78,1
9,8,7,20,28,46,0
19,26,3,30,13,67,0
27,3,14,21,28,20,0
6,19,28,23,10,9,0
15,20,8,7,18,60,1
12,7,11,25,5,23,1
20,11,8,2,10,30,1
13,24,16,18,16,72,0
11,11,19,5,23,13,0
16,24,27,7,14,72,1
2,16,2,11,19,8,0
2,19,27,25,28,90,0
24,1,16,23,17,58,1
15,17,11,27,3,34,0
5,8,1,15,26,10,0
1,20,22,5,23,15,0
4,6,24,29,24,57,1
29,11,27,1,9,57,1
7,21,30,18,20,30,1
28,6,27,22,3,10,0
20,25,19,23,18,41,1
24,18,22,9,14,10,0
30,6,7,11,10,62,0
22,26,11,28,21,59,1
24,25,27,15,12,33,0
14,20,9,30,15,66,0
25,10,16,4,28,42,1
2,4,11,14,21,26,0
28,7,24,3,19,18,0
12,15,19,18,6,28,0
13,11,1,3,12,33,0
11,1,25,15,11,58,0
28,26,15,19,11,86,0
14,17,22,19,19,38,1
15,2,19,19,21,9,0
10,26,15,28,29,83,1
17,28,21,8,10,77,0
20,4,30,21,21,78,0
1,18,10,18,11,51,0
21,19,1,22,23,34,0
30,9,23,13,7,33,0
